Domain,Area,Element,Item,Year,Unit,Value
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2007-2009,g/cap/d,48.2
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2008-2010,g/cap/d,50.6
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2009-2011,g/cap/d,53.4
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2010-2012,g/cap/d,54.9
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2011-2013,g/cap/d,55.6
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2012-2014,g/cap/d,57.4
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2013-2015,g/cap/d,58.9
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2014-2016,g/cap/d,59.2
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2015-2017,g/cap/d,57.9
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2016-2018,g/cap/d,57.1
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2017-2019,g/cap/d,56.3
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2018-2020,g/cap/d,54
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,52.4
Suite of Food Security Indicators,Angola,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,51.7
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2000-2002,g/cap/d,73.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2001-2003,g/cap/d,73.6
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2002-2004,g/cap/d,74.1
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2003-2005,g/cap/d,76.7
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2004-2006,g/cap/d,79.5
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2005-2007,g/cap/d,83
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2006-2008,g/cap/d,83.5
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2007-2009,g/cap/d,83.6
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2008-2010,g/cap/d,86
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2009-2011,g/cap/d,89.2
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2010-2012,g/cap/d,93
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2011-2013,g/cap/d,93.8
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2012-2014,g/cap/d,94.4
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2013-2015,g/cap/d,94.4
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2014-2016,g/cap/d,93.4
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2015-2017,g/cap/d,93
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2016-2018,g/cap/d,93.2
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2017-2019,g/cap/d,93.4
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2018-2020,g/cap/d,93.3
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,94.2
Suite of Food Security Indicators,Antigua and Barbuda,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,95.6
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2000-2002,g/cap/d,110
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2001-2003,g/cap/d,104.2
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2002-2004,g/cap/d,99.8
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2003-2005,g/cap/d,102.5
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2004-2006,g/cap/d,105.3
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2005-2007,g/cap/d,108.4
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2006-2008,g/cap/d,109.8
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2007-2009,g/cap/d,111
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2008-2010,g/cap/d,108.2
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2009-2011,g/cap/d,105.6
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2010-2012,g/cap/d,105.9
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2011-2013,g/cap/d,108.2
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2012-2014,g/cap/d,112.4
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2013-2015,g/cap/d,114.2
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2014-2016,g/cap/d,116.4
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2015-2017,g/cap/d,116.3
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2016-2018,g/cap/d,116.8
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2017-2019,g/cap/d,120.6
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2018-2020,g/cap/d,125.7
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,131.7
Suite of Food Security Indicators,Argentina,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,135.2
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2000-2002,g/cap/d,44.3
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2001-2003,g/cap/d,49.6
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2002-2004,g/cap/d,54.1
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2003-2005,g/cap/d,58.8
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2004-2006,g/cap/d,61.8
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2005-2007,g/cap/d,68.7
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2006-2008,g/cap/d,74.9
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2007-2009,g/cap/d,78.7
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2008-2010,g/cap/d,84.4
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2009-2011,g/cap/d,88.8
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2010-2012,g/cap/d,94.8
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2011-2013,g/cap/d,96.8
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2012-2014,g/cap/d,100.6
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2013-2015,g/cap/d,103.7
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2014-2016,g/cap/d,105.9
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2015-2017,g/cap/d,107.4
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2016-2018,g/cap/d,109.1
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2017-2019,g/cap/d,112
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2018-2020,g/cap/d,111.8
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,113.1
Suite of Food Security Indicators,Armenia,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,114
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2000-2002,g/cap/d,131.8
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2001-2003,g/cap/d,132.1
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2002-2004,g/cap/d,132.1
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2003-2005,g/cap/d,134.1
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2004-2006,g/cap/d,138.2
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2005-2007,g/cap/d,141.5
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2006-2008,g/cap/d,142.8
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2007-2009,g/cap/d,142.8
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2008-2010,g/cap/d,146.2
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2009-2011,g/cap/d,151.9
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2010-2012,g/cap/d,157.3
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2011-2013,g/cap/d,157.9
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2012-2014,g/cap/d,158.8
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2013-2015,g/cap/d,159.6
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2014-2016,g/cap/d,162
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2015-2017,g/cap/d,161.5
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2016-2018,g/cap/d,161
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2017-2019,g/cap/d,160.3
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2018-2020,g/cap/d,159
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,158
Suite of Food Security Indicators,Australia,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,157.6
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2000-2002,g/cap/d,158
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2001-2003,g/cap/d,155.4
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2002-2004,g/cap/d,153.7
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2003-2005,g/cap/d,153
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2004-2006,g/cap/d,156.7
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2005-2007,g/cap/d,159.1
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2006-2008,g/cap/d,162.3
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2007-2009,g/cap/d,164.2
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2008-2010,g/cap/d,169
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2009-2011,g/cap/d,174.1
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2010-2012,g/cap/d,177.4
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2011-2013,g/cap/d,177.1
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2012-2014,g/cap/d,174.3
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2013-2015,g/cap/d,171.5
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2014-2016,g/cap/d,168.7
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2015-2017,g/cap/d,169.6
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2016-2018,g/cap/d,169.8
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2017-2019,g/cap/d,174.9
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2018-2020,g/cap/d,178.5
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,182.7
Suite of Food Security Indicators,Austria,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,182.9
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2000-2002,g/cap/d,39.1
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2001-2003,g/cap/d,42.1
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2002-2004,g/cap/d,45.9
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2003-2005,g/cap/d,48.8
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2004-2006,g/cap/d,49.8
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2005-2007,g/cap/d,49.1
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2006-2008,g/cap/d,48.9
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2007-2009,g/cap/d,50.1
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2008-2010,g/cap/d,55.2
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2009-2011,g/cap/d,60.1
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2010-2012,g/cap/d,65.2
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2011-2013,g/cap/d,66
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2012-2014,g/cap/d,68.5
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2013-2015,g/cap/d,69.9
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2014-2016,g/cap/d,72.5
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2015-2017,g/cap/d,74.8
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2016-2018,g/cap/d,78.8
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2017-2019,g/cap/d,83.2
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2018-2020,g/cap/d,87.4
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,92.1
Suite of Food Security Indicators,Azerbaijan,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,96.8
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2000-2002,g/cap/d,94.9
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2001-2003,g/cap/d,94.2
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2002-2004,g/cap/d,93.3
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2003-2005,g/cap/d,92.3
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2004-2006,g/cap/d,92.5
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2005-2007,g/cap/d,92.5
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2006-2008,g/cap/d,92.9
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2007-2009,g/cap/d,94.8
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2008-2010,g/cap/d,96.4
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2009-2011,g/cap/d,94.3
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2010-2012,g/cap/d,94.8
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2011-2013,g/cap/d,94.3
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2012-2014,g/cap/d,96.4
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2013-2015,g/cap/d,94.2
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2014-2016,g/cap/d,92.1
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2015-2017,g/cap/d,91.7
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2016-2018,g/cap/d,93.4
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2017-2019,g/cap/d,95.9
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2018-2020,g/cap/d,97.4
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,99.2
Suite of Food Security Indicators,Bahamas,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,103.3
Suite of Food Security Indicators,Bahrain,Value,Average fat supply (g/cap/day) (3-year average),2019-2021,g/cap/d,126.6
Suite of Food Security Indicators,Bahrain,Value,Average fat supply (g/cap/day) (3-year average),2020-2022,g/cap/d,128.1
Suite of Food Security Indicators,Bangladesh,Value,Average fat supply (g/cap/day) (3-year average),2000-2002,g/cap/d,26.1
Suite of Food Security Indicators,Bangladesh,Value,Average fat supply (g/cap/day) (3-year average),2001-2003,g/cap/d,25.6
Suite of Food Security Indicators,Bangladesh,Value,Average fat supply (g/cap/day) (3-year average),2002-2004,g/cap/d,25.5
Suite of Food Security Indicators,Bangladesh,Value,Average fat supply (g/cap/day) (3-year average),2003-2005,g/cap/d,26.7
Suite of Food Security Indicators,Bangladesh,Value,Average fat supply (g/cap/day) (3-year average),2004-2006,g/cap/d,27.9
