Domain,Area,Element,Item,Year,Unit,Value
Suite of Food Security Indicators,Andorra,Value,Prevalence of undernourishment (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2000-2002,%,67.4
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2001-2003,%,63.1
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2002-2004,%,58.7
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2003-2005,%,55.1
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2004-2006,%,52.2
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2005-2007,%,49.4
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2006-2008,%,46.4
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2007-2009,%,43.3
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2008-2010,%,32.6
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2009-2011,%,22.8
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2010-2012,%,14.7
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2011-2013,%,13.8
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2012-2014,%,13.2
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2013-2015,%,13
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2014-2016,%,14
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,14.9
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,15.2
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,15.7
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,18
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2019-2021,%,20.5
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2020-2022,%,22.1
Suite of Food Security Indicators,Angola,Value,Prevalence of undernourishment (percent) (3-year average),2021-2023,%,23.2
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2000-2002,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2001-2003,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2002-2004,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2003-2005,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2004-2006,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2005-2007,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2006-2008,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2007-2009,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2008-2010,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2009-2011,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2010-2012,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2011-2013,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2012-2014,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2013-2015,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of undernourishment (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2000-2002,%,2.9
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2001-2003,%,3.7
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2002-2004,%,4.3
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2003-2005,%,3.9
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2004-2006,%,3.6
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2005-2007,%,3.3
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2006-2008,%,3.2
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2007-2009,%,3.2
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2008-2010,%,3.4
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2009-2011,%,3.6
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2010-2012,%,3.6
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2011-2013,%,3.4
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2012-2014,%,3.1
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2013-2015,%,2.8
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2014-2016,%,2.8
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,3
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,3.4
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,3.5
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,3.5
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2019-2021,%,3.4
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2020-2022,%,3.3
Suite of Food Security Indicators,Argentina,Value,Prevalence of undernourishment (percent) (3-year average),2021-2023,%,3.2
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2000-2002,%,25.9
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2001-2003,%,24.3
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2002-2004,%,21
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2003-2005,%,16
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2004-2006,%,12.4
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2005-2007,%,9.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2006-2008,%,7.2
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2007-2009,%,5.9
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2008-2010,%,3.9
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2009-2011,%,2.7
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2010-2012,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2011-2013,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2012-2014,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2013-2015,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2014-2016,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2019-2021,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2020-2022,%,<2.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of undernourishment (percent) (3-year average),2021-2023,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2000-2002,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2001-2003,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2002-2004,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2003-2005,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2004-2006,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2005-2007,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2006-2008,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2007-2009,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2008-2010,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2009-2011,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2010-2012,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2011-2013,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2012-2014,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2013-2015,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2014-2016,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2019-2021,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2020-2022,%,<2.5
Suite of Food Security Indicators,Australia,Value,Prevalence of undernourishment (percent) (3-year average),2021-2023,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2000-2002,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2001-2003,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2002-2004,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2003-2005,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2004-2006,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2005-2007,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2006-2008,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2007-2009,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2008-2010,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2009-2011,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2010-2012,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2011-2013,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2012-2014,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2013-2015,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2014-2016,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2019-2021,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2020-2022,%,<2.5
Suite of Food Security Indicators,Austria,Value,Prevalence of undernourishment (percent) (3-year average),2021-2023,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2000-2002,%,16.9
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2001-2003,%,13.4
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2002-2004,%,10.4
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2003-2005,%,7.4
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2004-2006,%,4.7
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2005-2007,%,2.8
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2006-2008,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2007-2009,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2008-2010,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2009-2011,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2010-2012,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2011-2013,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2012-2014,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2013-2015,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2014-2016,%,<2.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
