Domain,Area,Element,Item,Year,Unit,Value
Suite of Food Security Indicators,Algeria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,7.2
Suite of Food Security Indicators,Algeria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,6.9
Suite of Food Security Indicators,Algeria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,7
Suite of Food Security Indicators,American Samoa,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,American Samoa,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,American Samoa,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,American Samoa,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,American Samoa,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,American Samoa,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,American Samoa,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,American Samoa,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Andorra,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Andorra,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Andorra,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Andorra,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Andorra,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Andorra,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Andorra,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Andorra,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Angola,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Angola,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Angola,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,20.1
Suite of Food Security Indicators,Angola,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,23
Suite of Food Security Indicators,Angola,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,25.7
Suite of Food Security Indicators,Angola,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,29.1
Suite of Food Security Indicators,Angola,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,29.8
Suite of Food Security Indicators,Angola,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,30.4
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,7.4
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,7.4
Suite of Food Security Indicators,Antigua and Barbuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,7.4
Suite of Food Security Indicators,Argentina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,4.9
Suite of Food Security Indicators,Argentina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,7.8
Suite of Food Security Indicators,Argentina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,9.5
Suite of Food Security Indicators,Argentina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,10.3
Suite of Food Security Indicators,Argentina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,9.6
Suite of Food Security Indicators,Argentina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,10.1
Suite of Food Security Indicators,Argentina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,10.1
Suite of Food Security Indicators,Argentina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,10.4
Suite of Food Security Indicators,Armenia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Armenia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Armenia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,1.1
Suite of Food Security Indicators,Armenia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,1
Suite of Food Security Indicators,Armenia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,0.6
Suite of Food Security Indicators,Armenia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,<0.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,<0.5
Suite of Food Security Indicators,Armenia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,<0.5
Suite of Food Security Indicators,Australia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,2.7
Suite of Food Security Indicators,Australia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,3.4
Suite of Food Security Indicators,Australia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,3.7
Suite of Food Security Indicators,Australia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,4
Suite of Food Security Indicators,Australia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,3.4
Suite of Food Security Indicators,Australia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,4.2
Suite of Food Security Indicators,Australia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,3.8
Suite of Food Security Indicators,Australia,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,4.8
Suite of Food Security Indicators,Austria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,0.9
Suite of Food Security Indicators,Austria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,1.1
Suite of Food Security Indicators,Austria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,1.1
Suite of Food Security Indicators,Austria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,1.1
Suite of Food Security Indicators,Austria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,0.9
Suite of Food Security Indicators,Austria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,1.3
Suite of Food Security Indicators,Austria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,1.7
Suite of Food Security Indicators,Austria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,2
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,<0.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,<0.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,<0.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,<0.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,<0.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,<0.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,<0.5
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,0.7
Suite of Food Security Indicators,Bahamas,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,3.6
Suite of Food Security Indicators,Bahamas,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,3.6
Suite of Food Security Indicators,Bahamas,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,3.6
Suite of Food Security Indicators,Bahrain,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,10.7
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,10.9
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,11.2
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,10.7
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,10.1
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,9.8
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,10.2
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,10.5
Suite of Food Security Indicators,Barbados,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,6.8
Suite of Food Security Indicators,Barbados,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,6.8
Suite of Food Security Indicators,Barbados,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,6.8
Suite of Food Security Indicators,Belarus,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,1.2
Suite of Food Security Indicators,Belgium,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,1.3
Suite of Food Security Indicators,Belgium,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,1.6
Suite of Food Security Indicators,Belgium,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,2
Suite of Food Security Indicators,Belize,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Belize,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Belize,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Belize,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Belize,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,6
Suite of Food Security Indicators,Belize,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,6
Suite of Food Security Indicators,Belize,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,5.9
Suite of Food Security Indicators,Belize,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,5.9
Suite of Food Security Indicators,Benin,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,10.2
Suite of Food Security Indicators,Benin,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,12.8
Suite of Food Security Indicators,Benin,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,14
Suite of Food Security Indicators,Benin,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,14.5
Suite of Food Security Indicators,Benin,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,14.3
Suite of Food Security Indicators,Benin,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,14.2
Suite of Food Security Indicators,Benin,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,15
Suite of Food Security Indicators,Benin,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,15.4
Suite of Food Security Indicators,Bermuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,1.7
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,2.1
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,1.6
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,1.7
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,2
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,2.8
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,2.9
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,2.2
Suite of Food Security Indicators,Botswana,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,16.3
Suite of Food Security Indicators,Botswana,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,19
Suite of Food Security Indicators,Botswana,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,20.1
Suite of Food Security Indicators,Botswana,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,20.3
Suite of Food Security Indicators,Botswana,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,20.9
Suite of Food Security Indicators,Botswana,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,22.4
Suite of Food Security Indicators,Botswana,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,24.6
Suite of Food Security Indicators,Botswana,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,24.5
Suite of Food Security Indicators,Brazil,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,<0.5
Suite of Food Security Indicators,Brazil,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,<0.5
Suite of Food Security Indicators,Brazil,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,0.6
Suite of Food Security Indicators,Brazil,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,0.7
Suite of Food Security Indicators,Brazil,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,2.7
Suite of Food Security Indicators,Brazil,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,5.1
Suite of Food Security Indicators,Brazil,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,7.2
Suite of Food Security Indicators,Brazil,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,5.2
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bulgaria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,2.1
Suite of Food Security Indicators,Bulgaria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,2.3
Suite of Food Security Indicators,Bulgaria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,1.9
Suite of Food Security Indicators,Bulgaria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,1.5
Suite of Food Security Indicators,Bulgaria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,2.6
Suite of Food Security Indicators,Bulgaria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,2.7
Suite of Food Security Indicators,Bulgaria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,3.1
Suite of Food Security Indicators,Bulgaria,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,1.7
Suite of Food Security Indicators,Burkina Faso,Value,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
