Domain,Area,Element,Item,Year,Unit,Value
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,8.8
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,9.4
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,9.7
Suite of Food Security Indicators,Azerbaijan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,11.7
Suite of Food Security Indicators,Bahamas,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bahamas,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,17.6
Suite of Food Security Indicators,Bahamas,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,17.6
Suite of Food Security Indicators,Bahamas,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,17.6
Suite of Food Security Indicators,Bahrain,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Bahrain,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,30.9
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,31.3
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,31.6
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,31.5
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,30.9
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,29.9
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,30
Suite of Food Security Indicators,Bangladesh,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,29.5
Suite of Food Security Indicators,Barbados,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Barbados,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,28.8
Suite of Food Security Indicators,Barbados,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,28.8
Suite of Food Security Indicators,Barbados,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,28.8
Suite of Food Security Indicators,Belarus,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Belarus,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Belgium,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,4.4
Suite of Food Security Indicators,Belgium,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,5.4
Suite of Food Security Indicators,Belgium,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,5.9
Suite of Food Security Indicators,Belgium,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,6.8
Suite of Food Security Indicators,Belize,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Belize,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Belize,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Belize,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Belize,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,39
Suite of Food Security Indicators,Belize,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,42.3
Suite of Food Security Indicators,Belize,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,45.5
Suite of Food Security Indicators,Belize,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,45.5
Suite of Food Security Indicators,Benin,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,54.6
Suite of Food Security Indicators,Benin,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,63.4
Suite of Food Security Indicators,Benin,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,65.9
Suite of Food Security Indicators,Benin,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,65.4
Suite of Food Security Indicators,Benin,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,63.5
Suite of Food Security Indicators,Benin,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,61.5
Suite of Food Security Indicators,Benin,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,62.2
Suite of Food Security Indicators,Benin,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,62.4
Suite of Food Security Indicators,Bermuda,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Bermuda,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Bhutan,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Bolivia (Plurinational State of),Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,9.4
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,11.2
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,9.4
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,9.9
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,9.7
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,11.2
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,11.3
Suite of Food Security Indicators,Bosnia and Herzegovina,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,10.9
Suite of Food Security Indicators,Botswana,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,43
Suite of Food Security Indicators,Botswana,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,47.5
Suite of Food Security Indicators,Botswana,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,49.4
Suite of Food Security Indicators,Botswana,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,49.1
Suite of Food Security Indicators,Botswana,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,49.9
Suite of Food Security Indicators,Botswana,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,51.4
Suite of Food Security Indicators,Botswana,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,53.5
Suite of Food Security Indicators,Botswana,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,52.2
Suite of Food Security Indicators,Brazil,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,11.3
Suite of Food Security Indicators,Brazil,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,13.3
Suite of Food Security Indicators,Brazil,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,13.1
Suite of Food Security Indicators,Brazil,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017-2019,%,12.1
Suite of Food Security Indicators,Brazil,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018-2020,%,13.2
Suite of Food Security Indicators,Brazil,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019-2021,%,15.8
Suite of Food Security Indicators,Brazil,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020-2022,%,18.1
Suite of Food Security Indicators,Brazil,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021-2023,%,14.8
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,Brunei Darussalam,Value,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016-2018,%,
