Domain,Area,Element,Item,Year,Unit,Value
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,12.7
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,12.4
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,12.2
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,12.1
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,12.2
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,12.4
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,12.7
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,12.9
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,12.9
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,12.9
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,13
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,13
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,13.1
Suite of Food Security Indicators,Albania,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,13.1
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,0.3
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,0.3
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,0.3
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,0.3
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,0.3
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,0.4
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,0.4
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,0.4
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,0.4
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,0.5
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,0.5
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,0.5
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,0.5
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,0.6
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,0.6
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,0.6
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,0.6
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,0.6
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,0.6
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,0.6
Suite of Food Security Indicators,Algeria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,0.6
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,
Suite of Food Security Indicators,American Samoa,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,0.3
Suite of Food Security Indicators,Andorra,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,0.3
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,0.1
Suite of Food Security Indicators,Angola,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,0.1
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,0.4
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,0.5
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,0.5
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,0.5
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,0.6
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,0.6
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,0.6
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,0.7
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,0.7
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,0.7
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,0.8
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,0.8
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,0.8
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,0.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,0.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,0.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,0.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,0.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,0.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,0.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,0.6
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,0.6
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,0.6
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,0.6
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,0.7
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,0.7
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,0.7
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,0.8
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,0.8
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,0.8
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,0.9
Suite of Food Security Indicators,Argentina,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,0.9
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,9.6
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,9.6
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,9.5
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,9.4
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,9.2
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,9.1
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,9
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,8.8
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,8.7
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,8.5
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,8.4
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,8.2
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,8.1
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,7.9
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,7.8
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,7.6
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,7.5
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,7.4
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,7.3
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,7.3
Suite of Food Security Indicators,Armenia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,7.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,0.3
Suite of Food Security Indicators,Australia,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,0.3
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,1.1
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,1.1
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,1.2
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,1.3
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2008-2010,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2009-2011,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2010-2012,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2011-2013,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2012-2014,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2013-2015,%,1.4
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2014-2016,%,1.3
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,1.2
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,1.2
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2017-2019,%,1.2
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2018-2020,%,1.2
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2019-2021,%,1.2
Suite of Food Security Indicators,Austria,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2020-2022,%,1.2
Suite of Food Security Indicators,Azerbaijan,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2000-2002,%,17.3
Suite of Food Security Indicators,Azerbaijan,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2001-2003,%,17.3
Suite of Food Security Indicators,Azerbaijan,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2002-2004,%,17.3
Suite of Food Security Indicators,Azerbaijan,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2003-2005,%,17.3
Suite of Food Security Indicators,Azerbaijan,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2004-2006,%,17.3
Suite of Food Security Indicators,Azerbaijan,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2005-2007,%,17.3
Suite of Food Security Indicators,Azerbaijan,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2006-2008,%,17.3
Suite of Food Security Indicators,Azerbaijan,Value,Percent of arable land equipped for irrigation (percent) (3-year average),2007-2009,%,17.3
