Domain,Area,Element,Item,Year,Unit,Value
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2009,,1.3
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2010,,1.28
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2011,,1.3
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2012,,1.29
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2013,,1.28
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2014,,1.29
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2015,,1.37
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2016,,1.38
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2017,,1.39
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2018,,1.39
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2019,,1.58
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2020,,1.59
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2021,,1.58
Suite of Food Security Indicators,Andorra,Value,Political stability and absence of violence/terrorism (index),2022,,1.59
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2000,,-2.04
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2002,,-1.58
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2003,,-1.01
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2004,,-1.06
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2005,,-0.89
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2006,,-0.54
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2007,,-0.67
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2008,,-0.36
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2009,,-0.35
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2010,,-0.23
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2011,,-0.37
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2012,,-0.39
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2013,,-0.39
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2014,,-0.33
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2015,,-0.51
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2016,,-0.32
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2017,,-0.39
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2018,,-0.35
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2019,,-0.37
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2020,,-0.6
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2021,,-0.71
Suite of Food Security Indicators,Angola,Value,Political stability and absence of violence/terrorism (index),2022,,-0.65
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2000,,0.71
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2002,,0.79
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2003,,0.87
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2004,,1.08
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2005,,0.83
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2006,,0.8
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2007,,0.8
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2008,,0.81
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2009,,0.72
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2010,,0.9
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2011,,0.96
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2012,,0.98
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2013,,0.96
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2014,,0.98
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2015,,0.99
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2016,,0.86
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2017,,0.73
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2018,,0.82
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2019,,0.94
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2020,,0.93
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2021,,0.95
Suite of Food Security Indicators,Antigua and Barbuda,Value,Political stability and absence of violence/terrorism (index),2022,,0.94
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2000,,0.1
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2002,,-0.78
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2003,,-0.36
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2004,,-0.61
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2005,,-0.04
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2006,,0
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2007,,0.1
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2008,,-0.09
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2009,,-0.23
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2010,,-0.08
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2011,,0.16
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2012,,0.1
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2013,,0.07
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2014,,-0.01
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2015,,0.01
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2016,,0.2
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2017,,0.16
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2018,,0.01
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2019,,-0.1
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2020,,-0.07
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2021,,0
Suite of Food Security Indicators,Argentina,Value,Political stability and absence of violence/terrorism (index),2022,,-0.01
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2000,,-0.68
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2002,,-0.26
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2003,,0.24
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2004,,-0.12
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2005,,-0.07
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2006,,-0.26
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2007,,0.15
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2008,,-0.01
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2009,,0.23
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2010,,0.07
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2011,,-0.06
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2012,,0.15
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2013,,0.11
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2014,,-0.3
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2015,,-0.26
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2016,,-0.67
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2017,,-0.63
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2018,,-0.45
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2019,,-0.42
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2020,,-0.77
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2021,,-0.8
Suite of Food Security Indicators,Armenia,Value,Political stability and absence of violence/terrorism (index),2022,,-0.8
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2000,,1.33
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2002,,1.19
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2003,,0.88
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2004,,0.94
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2005,,0.89
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2006,,0.93
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2007,,0.93
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2008,,0.95
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2009,,0.86
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2010,,0.89
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2011,,0.94
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2012,,1
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2013,,1.03
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2014,,1.03
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2015,,0.87
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2016,,1.03
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2017,,0.88
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2018,,0.97
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2019,,0.92
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2020,,0.86
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2021,,0.84
Suite of Food Security Indicators,Australia,Value,Political stability and absence of violence/terrorism (index),2022,,0.93
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2000,,0.82
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2002,,1.36
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2003,,0.96
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2004,,1.09
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2005,,1.1
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2006,,1.07
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2007,,1.28
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2008,,1.34
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2009,,1.19
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2010,,1.15
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2011,,1.19
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2012,,1.34
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2013,,1.36
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2014,,1.27
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2015,,1.13
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2016,,0.89
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2017,,1.03
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2018,,0.88
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2019,,0.89
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2020,,0.89
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2021,,0.9
Suite of Food Security Indicators,Austria,Value,Political stability and absence of violence/terrorism (index),2022,,0.64
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2000,,-0.83
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2002,,-1.19
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2003,,-0.95
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2004,,-1.06
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2005,,-1.12
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2006,,-1.09
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2007,,-0.63
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2008,,-0.33
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2009,,-0.28
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2010,,-0.24
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2011,,-0.53
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2012,,-0.72
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2013,,-0.41
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2014,,-0.56
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2015,,-0.73
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2016,,-0.81
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2017,,-0.75
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2018,,-0.71
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2019,,-0.69
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2020,,-0.85
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2021,,-0.84
Suite of Food Security Indicators,Azerbaijan,Value,Political stability and absence of violence/terrorism (index),2022,,-0.93
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2000,,1.28
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2002,,0.96
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2003,,0.83
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2004,,0.89
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2005,,0.94
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2006,,0.81
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2007,,0.73
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2008,,0.77
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2009,,0.86
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2010,,0.99
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2011,,1.1
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2012,,1.18
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2013,,1.13
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2014,,0.96
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2015,,0.89
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2016,,0.96
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2017,,0.98
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2018,,0.85
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2019,,0.8
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2020,,0.83
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2021,,0.85
Suite of Food Security Indicators,Bahamas,Value,Political stability and absence of violence/terrorism (index),2022,,0.88
Suite of Food Security Indicators,Bahrain,Value,Political stability and absence of violence/terrorism (index),2000,,0.06
Suite of Food Security Indicators,Bahrain,Value,Political stability and absence of violence/terrorism (index),2002,,0.29
Suite of Food Security Indicators,Bahrain,Value,Political stability and absence of violence/terrorism (index),2003,,0.48
Suite of Food Security Indicators,Bahrain,Value,Political stability and absence of violence/terrorism (index),2004,,0.31
Suite of Food Security Indicators,Bahrain,Value,Political stability and absence of violence/terrorism (index),2005,,0.01
Suite of Food Security Indicators,Bahrain,Value,Political stability and absence of violence/terrorism (index),2006,,-0.37
